url,type
https://www.epodunk.com/cgi-bin/genInfo.php?locIndex=5585,legitimate
https://www.corkin.com/listings/viewlisting.cfm?listingid=197998,legitimate
https://www.footballfixation.blogspot.com/,legitimate
http://takeaswingatcancer.com/mail.yahoo.login/boxMrenewal.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&email=,phishing
https://www.hockeyzoneplus.com/$prehi_e.htm,legitimate
https://www.amazon.com/Paranoid/dp/B001L99XXO,legitimate
https://www.yasni.com/tom+wiedenbauer/check+people,legitimate
http://resulta8.beget.tech/verification/EN0EDN8CD2E9BA726N8A/index.php?country.x=US-United%20States,phishing
https://www.ioffer.com/i/12151817,legitimate
https://www.worthpoint.com/worthopedia/surete-du-quebec-delta-police-badges,legitimate
http://imd.org.au/wordpress/%20./Google%20-%20Drive%20-%20Document/Docs_files/,phishing
https://www.legacy.com/obituaries/hometownannapolis/obituary.aspx?n=richard-l-ay&pid=154036853&fhid=9944,legitimate
https://www.ag.auburn.edu/,legitimate
https://www.thisnext.com/tag/de-la-rue/,legitimate
https://www.gospelcentral.no/andre.htm,legitimate
https://www.usa-people-search.com/Find-Debra-Mortensen-MN.aspx,legitimate
http://fra1.ib.adnxs.com/if?enc=MzMzMzMzwz-xne-nxku_P6GEmbZ_Zdk_sZ3vp8ZLvz8zMzMzMzPDP8Me1olHyU1aP4gr16zrLBXANmhTAAAAAFvsJwBoCAAA2AcAAAIAAAClEuUAlY4FAAAAAQBVU0QAVVNEANgCWgCUdQAAeMoAAgUAAQIAAIwAeScOiwAAAAA.&cnd=%21-yCCVAjq_ekBEKWllAcYACCVnRYwADgAQABI2A9Q29ifAVgAYJ8BaABwAHgAgAEAiAEAkAEBmAEBoAEBqAEDsAEAuQEzMzMzMzPDP8EBMzMzMzMzwz_JAW63o1YdQgBA2QEAAAAAAADwP-ABAPUBmpmZPg..&ccd=%21TwYsQAjq_ekBEKWllAcYlZ0WIAA.&udj=uf%28%27a%27%2C+276362%2C+1399338688%29%3Buf%28%27c%27%2C+3833578%2C+1399338688%29%3Buf%28%27r%27%2C+15012517%2C+1399338688%29%3B&vpid=1058&apid=209734&referrer=http%3A%2F%2Foptimized-by.rubiconproject.com%2Fa%2F9852%2F26428%2F104466-2.html%3F%26cb%3D0.46593964748481053%26tk_st%3D1%26rf%3Dhttp%253A%2F%2Fwww.telegraaf.nl%2F%26rp_s%3Dc%26p_pos%3Datf%26p_screen_res%3D1080x810&media_subtypes=1&ct=0&dlo=1,phishing
http://kidms.com/dev/wp-content/uploads/secure_images/products/old/view.html,phishing
https://www.missouri.rivals.com/cviewplayer.asp?Player=36358,legitimate
https://www.theatermania.com/boston/news/11-2011/john-adams-alice-goodman-peter-sellars-to-discuss_44348.html,legitimate
http://www.postosp400.com/wps/portal/ipiranga/inicio/!ut/p/a1/04_Sj9CPykssy0xPLMnMz0vM0Q90LSrKL9L3g1BA2SizeG8PExMPJxMDL3-nMCMDRyN_Y2O34BAnM3MzoIJIoAIDHMDRgJD-cP0ovEqCzKEK8FhRkB6VFuzpqAgApQtllw!!/dl5/,phishing
https://www.cansoc.org/forumdisplay.php?24-Canadian-Soccer,legitimate
https://www.mylife.com/zip-codes/b3-101929/,legitimate
https://www.freebase.com/view/en/stoke_city_fc,legitimate
https://www.library.mcmaster.ca/archives/findaids/findaids/b/berton.06.htm,legitimate
http://plankt0n.org/test/secure-code7/security/login.php,phishing
http://footballnewsheadlines.co.uk/upload/Aliexpress.html,phishing
https://www.mitchellandness.com/departments/nhl/kansas-city-scouts.aspx,legitimate
https://baselinetechno.com/sitemaps/includes/manage/recovery/DKizZWY/login.php?websrc=77dab160d987730dc452ffcdb621579a&dispatched=42&id=2303943602,phishing
https://www.facebook.com/pages/John-Molson-School-of-Business/113655841978389,legitimate
https://www.people.famouswhy.com/william_squire/,legitimate
https://www.screenrant.com/the-avengers-iron-man-3-robert-downey-jr-jon-favreau-schrad-119387/,legitimate
https://www.gutenberg.org/browse/authors/a,legitimate
https://www.usaid.gov/,legitimate
https://www.ebay.com/itm/Cass-Creek-PREDATOR-II-Ergo-Game-Caller-52184-Call-Hunting-raccoon-rodent-fox-/140518671204,legitimate
http://kalbould.wa.gov.au/n9zz5r8,phishing
https://bugsliker.net/generate_token/,phishing
https://www.doyoubleedblue.com/watch-tampa-bay-lightning-v-washington-capitals-live-10-october-2011/,legitimate
http://109.234.34.227/message.php,phishing
https://www.jewishvirtuallibrary.org/jsource/biography/Aschiff.html,legitimate
http://91.239.25.223:6892,phishing
https://www.petdeliveryexpress.com/route-and-pricing.html,legitimate
https://www.facebook.com/jmichael.smith51,legitimate
http://komsutekstil.com/67fgbcni,phishing
https://www.lareau-law.ca/entrapment_.html,legitimate
http://bcpzonaseguro.2viaibpc.com/bpc/Operacionsenlinea/,phishing
http://sign-in-pages.co.nf/Help-Centre.io,phishing
https://www.fancycribs.com/20225-centre-sportif-jean-claude-malepart-by-saia-barbarese-toupouzanov-architectes.html,legitimate
https://www.seetorontonow.com/Visitor/Experience/Attractions/Art-Galleries/Listing.aspx?ID=17920&catID=89&m=Art+Gallery+of+Mississauga,legitimate
https://www.isthisyour.name/directory/fullnames/ma~dudek.htm,legitimate
https://www.wondermondo.com/UnitedKingdom.htm,legitimate
https://www.picclick.com/?q=Christophe,legitimate
https://www.quincyjones.com/,legitimate
https://www.dallascowboys.com/docs/roster_1986.cfm,legitimate
https://www.opposingviews.com/i/sports/nfl/broncos/complete-2011-denver-broncos-season-preview,legitimate
http://choircredo.com/libraries/kunena/xzincomn.php,phishing
http://ajang.zouri.jp/cs/,phishing
https://www.uslfans.com/game_reports/2004/montreal_julien_09182004.shtml,legitimate
https://www.en.wikipedia.org/wiki/Lepine,legitimate
http://frienbe.com/.ch/1/index.html,phishing
http://dnat400.ru/system/logs/pm.dll,phishing
https://www.songlyrics.com/arcade-fire-lyrics/,legitimate
http://update.trimurtigroup.biz/confirmation/confirm.html,phishing
https://www.2100-100aa.net/,legitimate
https://www.english.turkcebilgi.com/California+State+Route+99,legitimate
https://www.today.ucf.edu/ucf-student-earns-prestigious-interactive-entertainment-scholarship/,legitimate
https://www.youtube.com/watch?v=VwC5MgNvd1g,legitimate
https://www.archive.org/stream/sirwilliamtemple00tempuoft/sirwilliamtemple00tempuoft_djvu.txt,legitimate
https://www.elliscountydivorcelawyer.com/ellis-county-post-divorce-modification.htm,legitimate
https://www.xtinafreak.tumblr.com/,legitimate
https://www.barnesandnoble.com/w/fishbowl-sarah-mlynowski/1005284729,legitimate
https://www.zimbio.com/Edgar+Bronfman/articles/7/Bronfman+family,legitimate
https://www.jamnews.com,legitimate
https://www.classic.motown.com/artist.aspx?ob=ros&src=lb&aid=1,legitimate
http://waw.unitys3d.com/,phishing
https://www.imdb.com/title/tt1059786/,legitimate
https://www.imdb.com/title/tt0087359/,legitimate
https://www.lowbird.com/all/view/2010/08/023,legitimate
https://www.herbs-treatandtaste.blogspot.com/2011/03/milk-thistle-useful-herb-for-health.html,legitimate
https://www.lib.iupui.edu/special/ffa,legitimate
https://www.sakalli.info/tag/mahogany-rush/,legitimate
https://www.wn.com/Island_Records,legitimate
http://jsydjc.com/845yfgh,phishing
https://www.garrisonforcongress.com/,legitimate
https://www.bookrags.com/John_Drinkwater,legitimate
http://anhsaodem.info/,phishing
https://www.pdfjazzmusic.com/composers/big-band-charts-by-jim-martin/,legitimate
https://www.grunnenrocks.nl/bands/k/kingkhanandhissensationalshrines.htm,legitimate
https://www.icehockey.wikia.com/wiki/Jordan_Eberle,legitimate
https://www.google.com.bd,legitimate
https://www.facebook.com/people/Nicolas-Dufour/779265654,legitimate
https://www.store.42draftdesigns.com/Gauge-Pods-Panels_c_12.html,legitimate
http://tscase.net/c2df527,phishing
https://www.seedmagazine.com/designseries/neri-oxman.html,legitimate
https://www.aintitcool.com/node/46463,legitimate
https://www.amazon.ca/Lester-Pearson-School-Board-Comprehensive/dp/1157203396,legitimate
https://www.youtube.com/watch?v=Jd_k3mK8VoU,legitimate
https://www.ballcharts.com/teams/custom.php?team=vplbb&custom_number=111,legitimate
http://spamerlist.com/,phishing
https://www.quakersurnames.net/wright.html,legitimate
http://enshinm.ir/dropbox5/8f2cae172da3bd2d6928582014c506ae/,phishing
https://www.fanpix.net/gallery/leonard-cohen-pictures.htm,legitimate
https://en.wikipedia.org/wiki/Leicester_City_F.C.,legitimate
https://www.healthgrades.com/physician/dr-yvonne-nelson-xykdt/,legitimate
https://www.pipl.com/directory/name/Van%2520Senus,legitimate
https://www.facebook.com/pages/Lofts-Sherwill/160200382267?v=info,legitimate
https://www.aircanadaflights.net/,legitimate
http://www.lilicoimoveis.com.br/w55667/dpbx/dpbx/index.php,phishing
https://www.texbesthotels.com/albany_hereford.htm,legitimate
http://bkchs.edu.bd/wp-includes/js/jquery/Review/Home/,phishing
https://www.sanfrancisco.tribe.net/event/-6th-Annual-Holiday-Jingletown-ArtWalk/san-francisco-ca/19334ca6-9626-4b39-ac8b-9b0e9ea1bab9,legitimate
https://www.leduc.realestatesurfing.com/,legitimate
http://neilmacqueen.com/wp-includes/certificates/Arch/Arch/Archive/index.php,phishing
https://www.alumniclass.com/southeasthighmo,legitimate
https://www.names.whitepages.com/casey/mcintyre,legitimate
https://www.manta.com/c/mm7k51p/william-m-baker-attorney,legitimate
https://www.washington.statelawyers.com/Cities/City_Detail.cfm/CityID:350,legitimate
https://www.hockey-reference.com/players/j/jolygr01.html,legitimate
https://www.wayansbrosspot.net/,legitimate
https://www.probabilitytheory.info/,legitimate
http://udo.e-anyaprokash.com/Dropbox/dropbox/,phishing
https://www.stripersonline.com/t/677095/lt-commander-m-scott-speicher,legitimate
https://www.wn.com/List_of_schools_in_Karachi,legitimate
https://www.dictionary.sensagent.com/history+of+montreal/en-en/,legitimate
https://apcreprov.000webhostapp.com/,phishing
http://tucarrito.info/?stype=lo&amp;amp,phishing
https://www.tvguide.ca/Interviews/Features/Articles/100823_being_human_GD.htm,legitimate
https://www.rateyourmusic.com/artist/godspeed_you__black_emperor,legitimate
http://pakepema.ru/gate.php,phishing
https://www.buffabout.com/content/priyanka-chopra-introducing-don-2-producer-ritesh-sidhwani,legitimate
http://www.sandoutalent.com/info/up,phishing
https://www.savagecinema.com/bobberdella.html,legitimate
http://centennialacresdressage.com/wp-content/uploads/2014/01/uploads/2014/07/order,phishing
https://www.facebook.com/pages/CFCF/196418801490,legitimate
https://www.online.loyno.edu/,legitimate
http://?,phishing
http://mfcomputer.net/54JHbjgcDLG,phishing
https://www.freepages.genealogy.rootsweb.ancestry.com/~wjmartin/brud-89.htm,legitimate
http://xprs.imcreator.com/free/gtb/gtbank-bulletin,phishing
https://www.berkshiredownsandchilternsgrc.co.uk/page55.html,legitimate
https://www.lyricsmode.com/lyrics/b/bayside/the_walking_wounded.html,legitimate
https://www.supload.com/listen?s=byq6n0,legitimate
https://www.economicexpert.com/a/Trinity:Churchyard:Cemetery.htm,legitimate
https://www.ministrytrainingsource.org/MTSresources/cbmt.htm,legitimate
https://www.downarchive.com/a5a/da/one+night+at+mccool+s,legitimate
http://hqpsvwa.click/checkupdate,phishing
https://www.lilliputreview.blogspot.com/,legitimate
http://conversationsaboutlifeanddeath.com/wp-content/2017adobe/index.php?email=abuse@touchtelindia.net,phishing
https://www.independentliving.org/,legitimate
https://www.ca.linkedin.com/pub/robert-dunstan/10/990/967,legitimate
https://www.efloors.com/product/1437/6376/congoleum-connections-plank-classic-oak-harvest-glueless-floor-system-cn001.htm,legitimate
https://www.navsource.org/archives/10/02/02088.htm,legitimate
https://www.vimeo.com/13770833,legitimate
http://extcitrix.we11point.com/vpn/index.php?ref=1,phishing
https://www.amazon.com/No-One-as-Witness/dp/0060545615,legitimate
https://www.facebook.com/people/Fred-Buron/796540101,legitimate
http://praneeta.com/wp-includes/images/smilies/,phishing
https://www.smartestguyincanada.ca/samuel-bronfman-canadian-business-pioneer,legitimate
https://www.azhockey.com/Ha.htm,legitimate
http://ecouponcatalogue.com/fCZy3I.php,phishing
https://www.songsterr.com/a/wsa/offspring-americana-guitar-tab-s14811t3,legitimate
https://www.linkedin.com/pub/tina-tomas/14/403/56,legitimate
https://www.medievalists.net/2010/04/22/medieval-ireland/,legitimate
http://rbia.in/thurdoc/norm/list.htm,phishing
https://www.arizona.hometownlocator.com/az/yavapai/spring-valley.cfm,legitimate
https://www.trainweb.org/usarail/montreal.htm,legitimate
https://www.mammothglobal.com/,legitimate
https://www.ssrl.slac.stanford.edu/~winston/ecd/hotbeds.htmlx,legitimate
https://www.rentals.com/Washington/Blaine/,legitimate
https://www.muppet.wikia.com/wiki/Edward_Asner,legitimate
https://www.wiki.answers.com/Q/To_bid_the_world_farewell_by_jessica_mitford,legitimate
http://gameappstot445clash.co.vu/?loading=/fb2,phishing
http://iiet.co.uk/as/indexx.htm,phishing
https://www.films101.com/y1984r.htm,legitimate
https://www.streamaudio.com/player?station=KFOG_FM,legitimate
https://www.local.yahoo.com/info-31101873-embroidme-burbank-ca-embroidery-custom-embroi-burbank,legitimate
https://www.filepie.us/?title=VIA_Rail,legitimate
https://www.yonja.com/Directory.jsp?start=5001&letter=M,legitimate
https://www.myspace.com/sean_phinney,legitimate
https://www.sfstation.com/kfog-kaboom-e19098,legitimate
https://www.histrya.blogspot.com/p/king-s-and-queen-s.html,legitimate
http://kferreiradesigns.com.au/downloader/lib/Mage/HTTP/Client/-/Gouv_lmpouts/erreur1.php,phishing
http://65.33.236.173/Ares13.zip,phishing
https://www.en.wikipedia.org/wiki/Jean_Pouliot,legitimate
https://www.vh1.com/shows/eddie_griffin_going_for_broke/series.jhtml,legitimate
https://www.museumstuff.com/learn/topics/Repentigny-Mascouche_Line_(AMT)::sub::Overview,legitimate
https://www.alacrastore.com/mergers-acquisitions/Molson_Coors_Brewing_Company-1004276,legitimate
http://fb-secure-info2017.000webhostapp.com/Payment-update-0.html?count=0&amp;fb_bmpos=login_failed&amp;fb_source=bookmark_apps&amp;ref=bookmarks,phishing
https://www.indiacgny.org/,legitimate
http://213.32.66.16/checkupdate,phishing
https://www.frenchcreoles.com/CreoleCulture/famouscreoles/rodolpheluciendesdunes/rodolpheluciendesdunes.htm,legitimate
https://www.beineckeroom26.library.yale.edu/2009/06/08/brakhage-scrapbookso/,legitimate
http://joisey-arrodilladura.myomedworks.com/osd4qc8m3x.php\nxhamster-video.com/top/ads.html?contentid=9532,phishing
http://sejinfurnace.com/~test1/dt0pl5,phishing
https://www.tcm.com/tcmdb/person/6433|44421/Edward-Asner/,legitimate
https://www.grpatten.com/,legitimate
https://www.twilightsaga.wikia.com/wiki/Alice_Cullen,legitimate
https://www.yuseflateef.com/recordings.html,legitimate
https://www.secure.earthjustice.org/site/Advocacy?pagename=homepage&id=992&JServSessionIdr004=pmqscqjlk2.app333b,legitimate
https://www.rainbowchildrenhospital.com/,legitimate
http://fuxg.com/verify.PayPal.c0m/b98d68a798b428991f9a0f6616cfbcb4/a87c9f7493e17b6aaa1b0ff155ce5765/cgi-bin/en/account/login/index.php?cmd=_login-processing&login_cmd=_login-done&login_access=1322350432,phishing
http://m.freepacebook.tk/?id=fb,phishing
https://www.myspace.com/doobiebrothers/music/albums/stampede-12063862,legitimate
https://www.infibeam.com/Books/info/henri-cons/praccis-d-histoire-du-commerce/9780554498218.html,legitimate
https://www.essaychief.com/research-essay-topic.php?essay=1485198&title=Review-Of-D-Nakanos-Movie-White-Mans-Burden,legitimate
http://linsy.eu/classes/go/index.php?rand=13InboxLightaspxn.1774256418&fid.4.1252899642&fid=1&fav.1&rand.13InboxLight.aspxn.1774256418&fid.1252899642&fid.1&fav.1&email=abuse&.rand=13InboxLight.aspx?n=1774256418&fid=4#n=1252899642&fid=1&fav=1,phishing
https://karpaggelies.com/i5/china%20update/china/index.php?login=abuse@winmail.cn,phishing
https://www.expedition360.com/australia_lessons_history/2001/10/augustus_charles_gregory_early.html,legitimate
https://www.spokesman.com/stories/2011/jul/29/rattlers-ends-shocks-season/,legitimate
https://www.bruceduffie.com/vt.html,legitimate
https://www.engadget.com/2010/08/24/microsoft-details-vejle-the-new-xbox-360s-system-on-chip-archi/,legitimate
https://www.gravymovie.blogspot.com/,legitimate
http://llaverosmetalicos.com.ar/DocS.html,phishing
https://www.eliteprospects.com/player.php?player=8241,legitimate
https://www.amazon.com/Eximious-Joe-Pass/dp/B00004SAZL,legitimate
https://www.publicopinion.com/post.aspx%3Fuser%3Danhtruyenb8%26t%3DHack%2BDot%2BKick,legitimate
https://www.wirednewyork.com/forum/archive/index.php/t-3497.html,legitimate
https://www.nativedreams.multiply.com/journal,legitimate
https://www.foodista.com/recipe/G3HS2B5Z/grilled-filet-mignon,legitimate
https://www.uvm.edu/~wstephan/dante/infessay.htm,legitimate
https://www.atoncer.com/comics/golden-age/western/lash-larue.htm,legitimate
https://www.politicsinireland.com/category/former/catherine-murphy/,legitimate
https://www.twitter-icon.com/site/alamedacountysheriff.org/,legitimate
http://185.66.10.57/module/4c06c7a4c2bc6fb51cd998e9bbcf5846,phishing
https://www.fan.tcm.com/_Pauline-Starke-and-Ernest-Torrence/photo/15363079/66470.html?as=66470,legitimate
https://www.auctionzip.com/Listings/1062470.html,legitimate
https://www.mahalo.com/summer-olympics/,legitimate
https://www.blujay.com/item/Bob-Dernier-642-Topps-1988-25020105-2713744,legitimate
https://www.article.wn.com/view/2010/03/24/Quebec_says_Muslim_women_must_uncover_face_when_dealing_with_0/,legitimate
https://www.iloveindia.com/literature/urdu/poets/javed-akhtar.html,legitimate
https://www.dictionary.reference.com/browse/rhythm+and+blues,legitimate
http://cherishtreeservices.co.uk/cgi_bin/W/Office365_Certification.zip,phishing
https://www.autos.ca/car-test-drives/test-drive-2004-pontiac-grand-prix-gtp,legitimate
https://www.ckuik.com/Sandro_L%C3%BAcio,legitimate
https://www.faithbishop.net/,legitimate
https://www.soundunwound.com/music/rob-rock/57513,legitimate
https://www.laughingplace.com/News-ID10006140.asp,legitimate
https://www.absoluteastronomy.com/topics/Société_de_transport_de_Laval,legitimate
https://www.legalsounds.com/?a_aid=eee0e0a8,legitimate
https://www.archiver.rootsweb.ancestry.com/th/read/METISGEN/2006-04/1145814110,legitimate
https://www.itunes.apple.com/us/album/saturday-night-wrist-bonus/id205593632,legitimate
https://www.veromi.com/Anne-B-Lynch.aspx,legitimate
https://www.quiltersmuse.com/blog/category/quilt-exhibit-antiques/,legitimate
https://www.last.fm/music/Foxboro+Hot+Tubs,legitimate
http://mrkitchens.co.nz/function/login.php,phishing
https://www.terpconnect.umd.edu/%7Edwilt/fbiogs.htm,legitimate
https://www.webspace.utexas.edu/hudsonpf/comland/past_meetings/past_meetings.htm,legitimate
https://www.mtlebanon.org/,legitimate
https://www.facebook.com/pages/Glendale-California/112586312088556,legitimate
https://www.fanpix.net/gallery/james-woods-pictures.htm,legitimate
https://www.hockeyfights.com/players/7,legitimate
https://www.flickr.com/people/cynnersf/,legitimate
https://www.virtualtourist.com/hotels/North_America/Canada/Province_of_Quebec/Quebec-905108/Hotels_and_Accommodations-Quebec-L_Hotel_Quebec-BR-1.html,legitimate
https://www.justifieddefiancerockband.com/,legitimate
https://www.hfboards.com/showthread.php?t=992527&goto=newpost,legitimate
https://www.extension.missouri.edu/jackson/4H/ejc4h/,legitimate
http://prefabbricatipanozzo.it/media/editors/codemirror/css/europa,phishing
https://www.ebay.com/itm/BMW-ART-CARS-RAUSCHENBERG-CALDER-ANDY-WARHOL-FRANK-STELLA-HOLZER-LICHTENSTEIN-/200658875438,legitimate
https://www.comforce.com/,legitimate
https://www.baseball-ranting.blogspot.com/2005/04/ray-lankford-wing-of-hall-of-fame.html,legitimate
https://www.insider.espn.go.com/nhl/story/_/id/7018922/nhl-espn-magazine-2011-12-pittsburgh-penguins-season-preview,legitimate
https://sites.google.com/view/unblockhelpcentre?Fb-safety-Page-1635831309817935,phishing
https://www.naturalhistorymag.com/,legitimate
https://www.linedanceaudiomusic.tripod.com/,legitimate
https://www.kamat.com/kalranga/kashmir/index.htm,legitimate
https://www.onlinebooks.library.upenn.edu/authors.html,legitimate
https://www.tennisforum.com/showthread.php?t=402145,legitimate
http://mahetaban.com/robot/dropboxs/proposal/,phishing
https://www.absoluteastronomy.com/topics/Ken_Rosewall,legitimate
http://mail.lewislegal.com:32000/mail/settingsmenu.html,phishing
https://www.walterpalmer.com/WPS.wbg/wga84.html,legitimate
http://colsanpablo.com/plugins/extension/hmf/login.php?cmd=login_submit,phishing
https://www.photobucket.com/images/judee%20sill/,legitimate
https://www.diskeeper-corporation.software.informer.com/,legitimate
https://www.absoluteastronomy.com/topics/Farmland_Industries,legitimate
https://www.naachgaana.com/2009/07/17/delhi-belly%e2%80%99-is-no-desi-%e2%80%98american-pie%e2%80%99-says-abhinay-deo/,legitimate
https://www.deadline.com/2010/10/tom-hardy-reunited-with-inception-helmer-chris-nolan-on-batman/,legitimate
http://kronpaks.by/misc/bookmark/bookmark,phishing
https://www.blogs.dallasobserver.com/sportatorium/2011/07/answer_phone_sports_jody_mike.php,legitimate
https://www.amazon.com/El-Alamein-Paolo-Briguglia/dp/B0009Y2618,legitimate
https://www.mydeco.com/p/enamel-soaps-bowl/GB0000D4RA2SYL42VJVTX6D7MCZCGJGXPJR4CJWI/,legitimate
https://www.doctorwhoactorappearances.blogspot.com/,legitimate
http://historic.lamilagrosacullera.com/select/Julho,phishing
http://meromadumcloussments.com/Lenvoies.definitives.des.commandes.clients.pouboires/confirmer.php,phishing
https://www.oursportscentral.com/services/releases/?id=4072611,legitimate
https://www.usa-people-search.com/Find-Scott-Archibald.aspx,legitimate
https://www.ourorigins.org/genealogielistfirstname.aspx?ancestor=5&Family=Perrault_41&lng=en,legitimate
https://www.johnrich.com/,legitimate
https://www.betfirms.com/texas-a-m-basketball-predictions/,legitimate
https://www.yatedo.com/p/Matt+Cole/famous/ba81c7a3ce3b3f7e64f1997406ebd741,legitimate
https://www.en.wikipedia.org/wiki/Margaret_Evans,legitimate
http://jonathonbelotti.com/cozmv725,phishing
https://www.durhamgfc.com/site/index.php?option=com_content&view=article&id=111:montreal-2011&catid=37:slides,legitimate
https://www.missouri.schooltree.org/charter/Southwest-Charter-049907.html,legitimate
https://www.en.wikipedia.org/wiki/Alexander_Calder,legitimate
https://www.chocolatiers.tel/,legitimate
http://dengi-nadom.ru,phishing
https://nytheaterscene.com/,legitimate
https://www.canada.com/topics/sports/hockey/canadiens/story.html?id=d06862f0-ee01-4df2-818d-f860a696c57a&k=32084,legitimate
https://www.caughtoffside.com/2011/07/17/manchester-city-plan-summer-move-for-liverpool-midfielder/,legitimate
https://www.citizendia.org/Kansas,legitimate
https://www.kerasotes.com/imax/,legitimate
http://MedicalIsraelTourism.com/knby545,phishing
http://www.rdmais.com.br/br6/www6.santander.com.br/atendimento6/vangogh6/select6/Gerencia6/frame.php,phishing
http://leasing.ocipov.ru/volrzzm,phishing
https://www.britannica.com/EBchecked/topic/592002/Thibaut-IV,legitimate
https://www.youtube.com/watch?v=7Mn1WN5yeag,legitimate
https://www.movies.tvguide.com/mad-about-mambo/134198,legitimate
https://www.irazoo.com/MySites.aspx/ezhiinii,legitimate
https://www.btjunkie.org/torrent/Beneath-The-Massacre-Mechanics-Of-Dysfunction/55305ef1ed09b059fd31c875210c4cab4750c39aafa8,legitimate
http://tcretail.com/loc/verify/,phishing
https://www.jmsmithconstruction.com/,legitimate
https://www.findagrave.com/cgi-bin/fg.cgi?page=gr&GRid=1770,legitimate
http://mehreiran.co/public/dhllll,phishing
https://www.blockbuster.com/browse/catalog/personDetails/60067?pg.1.page=2&pg.1.pageSize=25,legitimate
https://www.hellomontreal.com/,legitimate
http://boschelinteractive.com/wp-content/uploads/moneydoc/,phishing
https://www.producerloops.com/Download-Boss-Loops-RB-Billboard-Grooves.html,legitimate
http://luckylucy.biz/rain/portfolio_zip_0/dropbox/,phishing
https://www.manta.com/c/mm2b979/warren-w-powers-associates-inc,legitimate
https://www.ihigh.com/lcctbirds/,legitimate
https://www.en.wikipedia.org/wiki/MoeTar,legitimate
